"ts_number","address","city","county","date","price","details","status","page_number","raw_data","row_index","table_index"
"135103-CA","3705 Portage Cir","Stockton","","09/17/2025","","135103-CA 3705 Portage Cir N, Stockton CA, 95219 09/17/2025 09:30 AM AT THE EAST WEBER AVENUE ENTRANCE STEPS TO THE SAN JOAQUIN COUNTY COURTHOUSE, 180 EAST WEBER AVE., STOCKTON, CA 95202","","24","135103-CA 3705 Portage Cir N, Stockton CA, 95219 09/17/2025 09:30 AM AT THE EAST WEBER AVENUE ENTRANCE STEPS TO THE SAN JOAQUIN COUNTY COURTHOUSE, 180 EAST WEBER AVE., STOCKTON, CA 95202","7","1"
"135718-CA","1546 West","Los Angeles","","09/17/2025","","135718-CA 1546 West 105Th Street, Los Angeles CA, 90047 09/17/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766","","24","135718-CA 1546 West 105Th Street, Los Angeles CA, 90047 09/17/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766","8","1"
"135720-CA","5209 La Madera Ave","Madera","","09/17/2025","","135720-CA 5209 La Madera Ave, El Monte CA, 91732 09/17/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766","","24","135720-CA 5209 La Madera Ave, El Monte CA, 91732 09/17/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766","9","1"
"135502-CA","1048 Shoreline Dr","San Mateo","","09/17/2025","","135502-CA 1048 Shoreline Dr, San Mateo CA, 94404 09/17/2025 01:00 PM OUTSIDE THE MARSHALL ST. ENTRANCE TO THE HALL OF JUSTICE AND RECORDS, 400 COUNTY CENTER, REDWOOD CITY, CA 94063","","24","135502-CA 1048 Shoreline Dr, San Mateo CA, 94404 09/17/2025 01:00 PM OUTSIDE THE MARSHALL ST. ENTRANCE TO THE HALL OF JUSTICE AND RECORDS, 400 COUNTY CENTER, REDWOOD CITY, CA 94063","10","1"
"135558-CA","10752  John Barleycorn Rd","Nevada City","","09/17/2025","","135558-CA 10752  John Barleycorn Rd, Nevada City CA, 95959 09/17/2025 12:30 PM AT THE FRONT ENTRANCE OF THE COUNTY COURTHOUSE, 201 CHURCH ST., NEVADA CITY, CA 95959","","24","135558-CA 10752  John Barleycorn Rd, Nevada City CA, 95959 09/17/2025 12:30 PM AT THE FRONT ENTRANCE OF THE COUNTY COURTHOUSE, 201 CHURCH ST., NEVADA CITY, CA 95959","11","1"
"135196-CA","319 S Overlook Dr","San Ramon","","09/17/2025","","135196-CA 319 S Overlook Dr, San Ramon CA, 94582 09/17/2025 01:30 PM AT THE NORTH SIDE OF THE PITTSBURG CIVIC CENTER OUTSIDE NEAR THE GRASS LOCATED AT 65 CIVIC AVENUE, PITTSBURG, CA 94565","","24","135196-CA 319 S Overlook Dr, San Ramon CA, 94582 09/17/2025 01:30 PM AT THE NORTH SIDE OF THE PITTSBURG CIVIC CENTER OUTSIDE NEAR THE GRASS LOCATED AT 65 CIVIC AVENUE, PITTSBURG, CA 94565","12","1"
"125745-CA","9878 Stephens St","Merced","","09/17/2025","","125745-CA 9878 Stephens St, Delhi CA, 95315 09/17/2025 01:00 PM WEST ENTRANCE, OLD MERCED COUNTY COURTHOUSE, 627 W. 21ST STREET, MERCED, CA 95340  From 08/20/2025 to 09/17/2025","","24","125745-CA 9878 Stephens St, Delhi CA, 95315 09/17/2025 01:00 PM WEST ENTRANCE, OLD MERCED COUNTY COURTHOUSE, 627 W. 21ST STREET, MERCED, CA 95340  From 08/20/2025 to 09/17/2025","13","1"
"127873-CA","26225 Columbia St","Hemet","","09/17/2025","","127873-CA 26225 Columbia St, Hemet CA, 92544 09/17/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882  From 08/13/2025 to 09/17/2025","","24","127873-CA 26225 Columbia St, Hemet CA, 92544 09/17/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882  From 08/13/2025 to 09/17/2025","14","1"
"128742-CA","00 AM AT THE GATED NORTH MARKET STREET","San Jose","","09/17/2025","","128742-CA 737S 2Nd Street Unit 3, San Jose CA, 95113 09/17/2025 10:00 AM AT THE GATED NORTH MARKET STREET ENTRANCE, SUPERIOR COURTHOUSE, 191 N. 1st Street, San Jose, CA 95113  From 08/13/2025 to 09/17/2025","","24","128742-CA 737S 2Nd Street Unit 3, San Jose CA, 95113 09/17/2025 10:00 AM AT THE GATED NORTH MARKET STREET ENTRANCE, SUPERIOR COURTHOUSE, 191 N. 1st Street, San Jose, CA 95113  From 08/13/2025 to 09/17/2025","15","1"
"129107-CA","23029 Del Valle St","Pomona","","09/17/2025","","129107-CA 23029 Del Valle St, Woodland Hills CA, 91364 09/17/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 07/16/2025 to 09/17/2025","","24","129107-CA 23029 Del Valle St, Woodland Hills CA, 91364 09/17/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 07/16/2025 to 09/17/2025","16","1"
"130286-CA","4135 Fanuel St","San Diego","","09/17/2025","","130286-CA 4135 Fanuel St, San Diego CA, 92109 09/17/2025 10:00 AM At the entrance to the East County Regional Center by the statue, 250 E. Main St., El Cajon, CA 92020  From 07/30/2025 to 09/17/2025","","24","130286-CA 4135 Fanuel St, San Diego CA, 92109 09/17/2025 10:00 AM At the entrance to the East County Regional Center by the statue, 250 E. Main St., El Cajon, CA 92020  From 07/30/2025 to 09/17/2025","17","1"
"130309-CA","2       Saint Francis Dr","Vallejo","","09/17/2025","","130309-CA 2       Saint Francis Dr, Vallejo CA, 94590 09/17/2025 09:00 AM at the Santa Clara  St. Entrance of the Vallejo City Hall, 555 Santa Clara Street, Vallejo, CA 94590  From 07/09/2025 to 09/17/2025","","24","130309-CA 2       Saint Francis Dr, Vallejo CA, 94590 09/17/2025 09:00 AM at the Santa Clara  St. Entrance of the Vallejo City Hall, 555 Santa Clara Street, Vallejo, CA 94590  From 07/09/2025 to 09/17/2025","18","1"
"130131-CA","29028 Pebble Beach Drive","Corona","","09/17/2025","","130131-CA 29028 Pebble Beach Drive, Sun City CA, 92586 09/17/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882  From 07/16/2025 to 09/17/2025","","24","130131-CA 29028 Pebble Beach Drive, Sun City CA, 92586 09/17/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882  From 07/16/2025 to 09/17/2025","19","1"
"128565-CA","2130 W Solis St","Merced","","09/17/2025","","128565-CA 2130 W Solis St, Merced CA, 95348 09/17/2025 01:00 PM WEST ENTRANCE, OLD MERCED COUNTY COURTHOUSE, 627 W. 21ST STREET, MERCED, CA 95340  From 08/20/2025 to 09/17/2025","","24","128565-CA 2130 W Solis St, Merced CA, 95348 09/17/2025 01:00 PM WEST ENTRANCE, OLD MERCED COUNTY COURTHOUSE, 627 W. 21ST STREET, MERCED, CA 95340  From 08/20/2025 to 09/17/2025","20","1"
"131476-CA","00 PM In the courtyard","Corona","","09/17/2025","","131476-CA 11 Del Copparo, Lake Elsinore CA, 92532 09/17/2025 01:00 PM In the courtyard, of the Historic Corona Civic Center, 815 W Sixth St, Corona, CA 92882  From 08/06/2025 to 09/17/2025","","24","131476-CA 11 Del Copparo, Lake Elsinore CA, 92532 09/17/2025 01:00 PM In the courtyard, of the Historic Corona Civic Center, 815 W Sixth St, Corona, CA 92882  From 08/06/2025 to 09/17/2025","21","1"
"131768-CA","2076 Wilkins Ave","Napa","","09/17/2025","","131768-CA 2076 Wilkins Ave, Napa CA, 94558 09/17/2025 01:30 PM At the fountain to the right of the Napa County Superior Court, 1111 Third Street, Napa, CA  94559  From 08/13/2025 to 09/17/2025","","24","131768-CA 2076 Wilkins Ave, Napa CA, 94558 09/17/2025 01:30 PM At the fountain to the right of the Napa County Superior Court, 1111 Third Street, Napa, CA  94559  From 08/13/2025 to 09/17/2025","22","1"
"127861-CA","454 Peninsula Dr","Lake Almanor","","09/17/2025","","127861-CA 454 Peninsula Dr, Lake Almanor CA, 96137 09/17/2025 11:00 AM AT THE EAST ENTRANCE OF THE PLUMAS COUNTY COURTHOUSE, 520 MAIN STREET, QUINCY, CA 95971","","24","127861-CA 454 Peninsula Dr, Lake Almanor CA, 96137 09/17/2025 11:00 AM AT THE EAST ENTRANCE OF THE PLUMAS COUNTY COURTHOUSE, 520 MAIN STREET, QUINCY, CA 95971","23","1"
"132142-CA","12837 Luna St","Eastvale","","09/17/2025","","132142-CA 12837 Luna St, Eastvale CA, 92880 09/17/2025 01:00 PM In the courtyard, of the Historic Corona Civic Center, 815 W Sixth St, Corona, CA 92882","","24","132142-CA 12837 Luna St, Eastvale CA, 92880 09/17/2025 01:00 PM In the courtyard, of the Historic Corona Civic Center, 815 W Sixth St, Corona, CA 92882","24","1"
"130552-CA","11  Pl","Corona","","09/17/2025","","130552-CA 11  Plaza Avila, Lake Elsinore CA, 92532 09/17/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882","","24","130552-CA 11  Plaza Avila, Lake Elsinore CA, 92532 09/17/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882","25","1"
"132119-CA","30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PL","Los Angeles","","09/17/2025","","132119-CA 6751  6Th Ave, Los Angeles CA, 90043 09/17/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766","","25","132119-CA 6751  6Th Ave, Los Angeles CA, 90043 09/17/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766","1","1"
"104657-CA","3865 Westwood Drive","Riverside","","09/17/2025","","104657-CA 3865 Westwood Drive, Riverside CA, 92504 09/17/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882  From 07/30/2025 to 09/17/2025","","25","104657-CA 3865 Westwood Drive, Riverside CA, 92504 09/17/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882  From 07/30/2025 to 09/17/2025","2","1"
"081789-CA","11 JOLIE LN","Walnut Creek","","09/17/2025","","081789-CA 11 JOLIE LN, WALNUT CREEK CA, 94597 09/17/2025 01:30 PM At the north side of the Pittsburg Civic Center near the grass located at 65 Civic Avenue, Pittsburg, CA 94565  From 07/30/2025 to 09/17/2025","","25","081789-CA 11 JOLIE LN, WALNUT CREEK CA, 94597 09/17/2025 01:30 PM At the north side of the Pittsburg Civic Center near the grass located at 65 Civic Avenue, Pittsburg, CA 94565  From 07/30/2025 to 09/17/2025","3","1"
"120061-CA","21955 Dracaea Ave","Moreno Valley","","09/17/2025","","120061-CA 21955 Dracaea Ave, Moreno Valley CA, 92553 09/17/2025 09:00 AM AUCTION.COM ROOM, 2410 WARDLOW ROAD #111, CORONA, CA 92880  From 08/20/2025 to 09/17/2025","","25","120061-CA 21955 Dracaea Ave, Moreno Valley CA, 92553 09/17/2025 09:00 AM AUCTION.COM ROOM, 2410 WARDLOW ROAD #111, CORONA, CA 92880  From 08/20/2025 to 09/17/2025","4","1"
"120214-CA","16433  Sunburst St","Pomona","","09/17/2025","","120214-CA 16433  Sunburst St, North Hills CA, 91343 09/17/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 08/13/2025 to 09/17/2025","","25","120214-CA 16433  Sunburst St, North Hills CA, 91343 09/17/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766  From 08/13/2025 to 09/17/2025","5","1"
"113974-CA","00 AM AT THE FRONT ST","Riverside","","09/17/2025","","113974-CA 848 Villa, Riverside CA, 92507 09/17/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882  From 08/13/2025 to 09/17/2025","","25","113974-CA 848 Villa, Riverside CA, 92507 09/17/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882  From 08/13/2025 to 09/17/2025","6","1"
"088892-CA","1514 Sierra Bonita Drive","Placentia","","09/17/2025","","088892-CA 1514 Sierra Bonita Drive, Placentia CA, 92870 09/17/2025 01:30 PM At the North front entrance to the County Courthouse at 700 Civic Center Drive West, Santa Ana, CA  92701  From 08/13/2025 to 09/17/2025","","25","088892-CA 1514 Sierra Bonita Drive, Placentia CA, 92870 09/17/2025 01:30 PM At the North front entrance to the County Courthouse at 700 Civic Center Drive West, Santa Ana, CA  92701  From 08/13/2025 to 09/17/2025","7","1"
"125342-CA","68270 Miller Ln","Corona","","09/17/2025","","125342-CA 68270 Miller Ln, Cathedral City CA, 92234 09/17/2025 01:00 PM In the front of the Corona Civic Center, 849 W. Sixth Street, Corona, CA 92882  From 06/11/2025 to 09/17/2025","","25","125342-CA 68270 Miller Ln, Cathedral City CA, 92234 09/17/2025 01:00 PM In the front of the Corona Civic Center, 849 W. Sixth Street, Corona, CA 92882  From 06/11/2025 to 09/17/2025","8","1"
"115280-CA","29318 STAMPEDE WAY","Corona","","09/17/2025","","115280-CA 29318 STAMPEDE WAY, CANYON LAKE CA, 92587 09/17/2025 09:00 AM Auction.com Room, 2410 Wardlow Road #111, Corona, CA 92880  From 08/06/2025 to 09/17/2025","","25","115280-CA 29318 STAMPEDE WAY, CANYON LAKE CA, 92587 09/17/2025 09:00 AM Auction.com Room, 2410 Wardlow Road #111, Corona, CA 92880  From 08/06/2025 to 09/17/2025","9","1"
"119311-CA","74  Rocio Ct","Corona","","09/17/2025","","119311-CA 74  Rocio Ct, Palm Desert CA, 92260 09/17/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882  From 08/13/2025 to 09/17/2025","","25","119311-CA 74  Rocio Ct, Palm Desert CA, 92260 09/17/2025 09:00 AM AT THE FRONT STEPS TO THE ENTRANCE OF THE FORMER CORONA POLICE DEPARTMENT, 849 W. SIXTH STREET, CORONA, CA 92882  From 08/13/2025 to 09/17/2025","10","1"
"121332-CA","1380 Danville Blvd","Pittsburg","","09/17/2025","","121332-CA 1380 Danville Blvd, Alamo CA, 94507 09/17/2025 01:30 PM AT THE NORTH SIDE OF THE PITTSBURG CIVIC CENTER OUTSIDE NEAR THE GRASS LOCATED AT 65 CIVIC AVENUE, PITTSBURG, CA 94565  From 08/13/2025 to 09/17/2025","","25","121332-CA 1380 Danville Blvd, Alamo CA, 94507 09/17/2025 01:30 PM AT THE NORTH SIDE OF THE PITTSBURG CIVIC CENTER OUTSIDE NEAR THE GRASS LOCATED AT 65 CIVIC AVENUE, PITTSBURG, CA 94565  From 08/13/2025 to 09/17/2025","11","1"
"111575-CA","8900 SEGRUE RD","Bakersfield","","09/17/2025","","111575-CA 8900 SEGRUE RD, LAMONT CA, 93241 09/17/2025 10:00 AM AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301  From 08/06/2025 to 09/17/2025","","25","111575-CA 8900 SEGRUE RD, LAMONT CA, 93241 09/17/2025 10:00 AM AT THE FRONT ENTRANCE TO THE CITY HALL, 1501 TRUXTUN AVENUE, BAKERSFIELD, CA 93301  From 08/06/2025 to 09/17/2025","12","1"
"134784-CA","74605  Alta Loma Dr","Twentynine Palms","","09/16/2025","","134784-CA 74605  Alta Loma Dr, Twentynine Palms CA, 92277 09/16/2025 09:00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710","","25","134784-CA 74605  Alta Loma Dr, Twentynine Palms CA, 92277 09/16/2025 09:00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710","13","1"
"134960-CA","315 West Cedar Street","Compton","","09/16/2025","","134960-CA 315 West Cedar Street, Compton CA, 90220 09/16/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766","","25","134960-CA 315 West Cedar Street, Compton CA, 90220 09/16/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766","14","1"
"135098-CA","555 N Chestnut Ave","Rialto","","09/16/2025","","135098-CA 555 N Chestnut Ave, Rialto CA, 92376 09/16/2025 01:00 PM NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710","","25","135098-CA 555 N Chestnut Ave, Rialto CA, 92376 09/16/2025 01:00 PM NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710","15","1"
"114337-CA","30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PL","Long Beach","","09/17/2025","","114337-CA 46 Giralda Walk, Long Beach CA, 90803 09/17/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766","","25","114337-CA 46 Giralda Walk, Long Beach CA, 90803 09/17/2025 10:30 AM BEHIND THE FOUNTAIN LOCATED IN CIVIC CENTER PLAZA, 400 CIVIC CENTER PLAZA, POMONA, CA 91766","16","1"
"132501-CA","13220 CENTRAL AVE","Yucca Valley","","09/16/2025","","132501-CA 7659 Elk Trail, Yucca Valley CA, 92284 09/16/2025 01:00 PM NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710  From 08/12/2025 to 09/16/2025","","25","132501-CA 7659 Elk Trail, Yucca Valley CA, 92284 09/16/2025 01:00 PM NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710  From 08/12/2025 to 09/16/2025","17","1"
"133069-CA","13220 CENTRAL AVE","Rancho Cucamonga","","09/16/2025","","133069-CA 10393 25Th Street, Rancho Cucamonga CA, 91730 09/16/2025 01:00 PM NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710  From 07/22/2025 to 09/16/2025","","25","133069-CA 10393 25Th Street, Rancho Cucamonga CA, 91730 09/16/2025 01:00 PM NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710  From 07/22/2025 to 09/16/2025","18","1"
"134209-CA","13220 CENTRAL AVE","Chino","","09/16/2025","","134209-CA 140 CA-173, LAKE ARROWHEAD CA, 92352 09/16/2025 01:00 PM NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710  From 08/05/2025 to 09/16/2025","","25","134209-CA 140 CA-173, LAKE ARROWHEAD CA, 92352 09/16/2025 01:00 PM NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710  From 08/05/2025 to 09/16/2025","19","1"
"134344-CA","112 Bay St","Hercules","","09/16/2025","","134344-CA 112 Bay St, Hercules CA, 94547 09/16/2025 09:00 AM At the Auction.com Room, Pleasant Hill Community Center, 320 Civic Drive, Pleasant Hill, CA 94523","","25","134344-CA 112 Bay St, Hercules CA, 94547 09/16/2025 09:00 AM At the Auction.com Room, Pleasant Hill Community Center, 320 Civic Drive, Pleasant Hill, CA 94523","20","1"
"132719-CA","2900 Hilltop Rd","Concord","","09/16/2025","","132719-CA 2900 Hilltop Rd, Concord CA, 94520 09/16/2025 09:00 AM At the Auction.com Room, Pleasant Hill Community Center, 320 Civic Drive, Pleasant Hill, CA 94523","","25","132719-CA 2900 Hilltop Rd, Concord CA, 94520 09/16/2025 09:00 AM At the Auction.com Room, Pleasant Hill Community Center, 320 Civic Drive, Pleasant Hill, CA 94523","21","1"
"133322-CA","9113 Rundelay Way","Sacramento","","09/16/2025","","133322-CA 9113 Rundelay Way, Sacramento CA, 95826 09/16/2025 09:00 AM AT THE EAST MAIN ENTRANCE OF THE GORDON D. SCHABER SACRAMENTO COUNTY COURTHOUSE, 720 9TH STREET, SACRAMENTO CA 95814","","25","133322-CA 9113 Rundelay Way, Sacramento CA, 95826 09/16/2025 09:00 AM AT THE EAST MAIN ENTRANCE OF THE GORDON D. SCHABER SACRAMENTO COUNTY COURTHOUSE, 720 9TH STREET, SACRAMENTO CA 95814","22","1"
"132215-CA","00 AM At the bottom of the stairway","Corona","","09/16/2025","","132215-CA 49801  Evening Star Trl, Aguanga CA, 92536 09/16/2025 09:00 AM At the bottom of the stairway to the building located at 849 W. Sixth Street, Corona, CA 92882","","25","132215-CA 49801  Evening Star Trl, Aguanga CA, 92536 09/16/2025 09:00 AM At the bottom of the stairway to the building located at 849 W. Sixth Street, Corona, CA 92882","23","1"
"132783-CA","14706 GREEN VALLEY ACRES DR","Red Bluff","","09/16/2025","","132783-CA 14706 GREEN VALLEY ACRES DR, RED BLUFF CA, 96080 09/16/2025 02:00 PM AT THE MAIN ENTRANCE TO THE TEHAMA COUNTY COURTHOUSE,  633 WASHINGTON ST., RED BLUFF, CA 96080","","25","132783-CA 14706 GREEN VALLEY ACRES DR, RED BLUFF CA, 96080 09/16/2025 02:00 PM AT THE MAIN ENTRANCE TO THE TEHAMA COUNTY COURTHOUSE,  633 WASHINGTON ST., RED BLUFF, CA 96080","24","1"
"133994-CA","27490 Norwood Street","Chino","","09/16/2025","","133994-CA 27490 Norwood Street, Highland CA, 92346 09/16/2025 01:00 PM NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710","","25","133994-CA 27490 Norwood Street, Highland CA, 92346 09/16/2025 01:00 PM NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710","25","1"
"133992-CA","19566 Feather Falls Place","Cottonwood","","09/16/2025","","133992-CA 19566 Feather Falls Place, Cottonwood CA, 96022 09/16/2025 02:00 PM AT THE MAIN ENTRANCE TO THE TEHAMA COUNTY COURTHOUSE,  633 WASHINGTON ST., RED BLUFF, CA 96080","","26","133992-CA 19566 Feather Falls Place, Cottonwood CA, 96022 09/16/2025 02:00 PM AT THE MAIN ENTRANCE TO THE TEHAMA COUNTY COURTHOUSE,  633 WASHINGTON ST., RED BLUFF, CA 96080","1","1"
"124167-CA","109 Pine Way","Salinas","","09/16/2025","","124167-CA 109 Pine Way, Carmel CA, 93923 09/16/2025 10:00 AM OUTSIDE THE MAIN ENTRANCE OF THE MONTEREY COUNTY ADMINISTRATION BUILDING LOCATED AT 168 WEST ALISAL STREET, SALINAS, CA 93901  From 08/05/2025 to 09/16/2025","","26","124167-CA 109 Pine Way, Carmel CA, 93923 09/16/2025 10:00 AM OUTSIDE THE MAIN ENTRANCE OF THE MONTEREY COUNTY ADMINISTRATION BUILDING LOCATED AT 168 WEST ALISAL STREET, SALINAS, CA 93901  From 08/05/2025 to 09/16/2025","2","1"
"127089-CA","17911  Fresno St","Fresno","","09/16/2025","","127089-CA 17911  Fresno St, Hesperia CA, 92345 09/16/2025 09:00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710  From 08/05/2025 to 09/16/2025","","26","127089-CA 17911  Fresno St, Hesperia CA, 92345 09/16/2025 09:00 AM AT THE NORTH WEST ENTRANCE IN THE COURTYARD OF THE CHINO MUNICIPAL COURT, 13260 CENTRAL AVENUE, CHINO, CA 91710  From 08/05/2025 to 09/16/2025","3","1"
"129020-CA","9793 Surrey Ave","Chino","","09/16/2025","","129020-CA 9793 Surrey Ave, Montclair CA, 91763 09/16/2025 01:00 PM NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710  From 08/12/2025 to 09/16/2025","","26","129020-CA 9793 Surrey Ave, Montclair CA, 91763 09/16/2025 01:00 PM NEAR THE FRONT STEPS LEADING UP TO THE CITY OF CHINO CIVIC CENTER, 13220 CENTRAL AVE., CHINO, CA 91710  From 08/12/2025 to 09/16/2025","4","1"
